Actual Labels,Yes Probabilities
1,0.00043087505767243583
0,0.000335580707160072
0,0.0008042537782775247
0,0.000335580707160072
0,0.00026123849930876676
0,0.0005528253186370759
1,0.0008042537782775247
0,0.0009108821836780585
0,0.000335580707160072
0,0.00017925863206593666
0,0.00017925863206593666
0,0.0019264287680029355
0,0.00043087505767243583
0,0.0005528253186370759
1,0.00029555166147703375
0,0.0003794183649928406
1,0.0003794183649928406
0,0.0006252192079540083
0,0.0011659363688321584
0,0.0003794183649928406
0,0.0003794183649928406
0,0.00043087505767243583
1,0.00017925863206593666
1,0.0004880429477794046
1,0.0007090306103000038
1,0.000335580707160072
1,0.00026123849930876676
1,0.004604922082278674
1,0.0008042537782775247
1,0.0009108821836780585
0,0.00029555166147703375
0,0.0010289085186003795
1,0.00023073593321243534
0,0.00029555166147703375
0,0.00026123849930876676
0,0.00029555166147703375
1,0.003586964817217431
0,0.00026123849930876676
0,0.0019264287680029355
0,0.00014017047399551646
0,0.00972417589138279
0,0.0006252192079540083
0,0.00029555166147703375
0,0.0006252192079540083
0,0.00029555166147703375
0,0.0005528253186370759
0,0.00017925863206593666
0,0.0021857756446509637
0,0.0004880429477794046
1,0.0008042537782775247
1,0.0019264287680029355
0,0.0005528253186370759
0,0.003586964817217431
1,0.00023073593321243534
0,0.0003794183649928406
1,0.0021857756446509637
1,0.00023073593321243534
1,0.0005528253186370759
0,0.00029555166147703375
0,0.00015828487845437678
0,0.00017925863206593666
0,0.00043087505767243583
1,0.000335580707160072
1,0.00023073593321243534
0,0.0009108821836780585
0,0.00043087505767243583
0,0.000335580707160072
0,0.00026123849930876676
0,0.00014017047399551646
0,0.0007090306103000038
0,0.00043087505767243583
1,0.0007090306103000038
0,0.00020309137490953852
0,0.0004880429477794046
1,0.00043087505767243583
0,0.0004880429477794046
0,0.00029555166147703375
0,0.00043087505767243583
0,0.005211666819054586
1,0.0005528253186370759
0,0.00043087505767243583
0,0.042033235581622676
1,0.00029555166147703375
0,0.00026123849930876676
0,0.0011659363688321584
0,0.00026123849930876676
0,0.0004880429477794046
0,0.00015828487845437678
0,0.0011659363688321584
0,0.00029555166147703375
1,0.0003794183649928406
0,0.0006252192079540083
0,0.00026123849930876676
0,0.003586964817217431
1,0.00023073593321243534
0,0.00023073593321243534
0,0.00029555166147703375
0,0.033031563494005385
0,0.00020309137490953852
0,0.00043087505767243583
1,0.00023073593321243534
0,0.0009108821836780585
0,0.0008042537782775247
0,0.000335580707160072
0,0.00026123849930876676
0,0.0006252192079540083
0,0.00020309137490953852
0,0.00029555166147703375
0,0.0003794183649928406
0,0.004604922082278674
0,0.00023073593321243534
1,0.0005528253186370759
0,0.0011659363688321584
0,0.00043087505767243583
0,0.0004880429477794046
1,0.0004880429477794046
1,0.00017925863206593666
0,0.00020309137490953852
0,0.00029555166147703375
0,0.00043087505767243583
0,0.00026123849930876676
0,0.0003794183649928406
0,0.000335580707160072
0,0.0005528253186370759
0,0.0007090306103000038
1,0.0009108821836780585
0,0.00017925863206593666
0,0.0015007351316761765
0,0.00020309137490953852
0,0.0021857756446509637
1,0.0004880429477794046
0,0.00023073593321243534
0,0.00043087505767243583
0,0.0019264287680029355
0,0.0005528253186370759
0,0.00020309137490953852
