Actual Labels,Yes Probabilities
0,0.2365063788027478
0,0.06187797490263955
0,0.19431038862077724
0,0.16881839419648345
0,0.0665352390340069
0,0.08512594226879941
1,0.40731138190303345
0,0.1581562927071686
0,0.09809230769230769
0,0.04886674662484239
0,0.14410480349344978
0,0.08880786107162722
1,0.055830039525691696
0,0.007695014303853626
0,0.2043222003929273
0,0.024807209885719595
0,0.18949715135001238
0,0.17781646356627703
0,0.029310186741648585
0,0.05107493475829502
0,0.12595138718389393
1,0.12423062429343047
1,0.3207070707070707
0,0.18004012036108324
0,0.10372012811037201
0,0.11595909513480013
1,0.11280973310401936
0,0.15606361829025844
0,0.0427138789154389
1,0.19198497182216656
0,0.19198416625432954
0,0.025567080639409583
0,0.056671404733947224
0,0.06096866096866097
0,0.11432670117881868
0,0.07059195948084837
1,0.16024539877300614
0,0.05835732639856351
1,0.036221831745738155
0,0.18955223880597014
0,0.1688762235162929
1,0.12763819095477386
1,0.2781439493804376
0,0.2281392202681097
0,0.1008991008991009
0,0.13663366336633664
1,0.16232714588264607
0,0.010987661899208152
0,0.04207865348308854
0,0.15204386839481554
0,0.11279620853080569
0,0.09943524335300463
1,0.08390868943210798
1,0.1500309214594929
0,0.07367368618384053
1,0.09136672539642587
0,0.10968061401336965
1,0.3242371619945423
0,0.10084477296726505
0,0.31068439192516
0,0.07054785814160416
1,0.0032221420180865703
1,0.22815714462758707
0,0.0330914011563538
1,0.18952007835455437
0,0.078044861892109
0,0.16030726608739454
0,0.09812826020251611
0,0.11760299625468165
1,0.18014254116490538
0,0.07921900261161548
0,0.06757464641173389
0,0.06279264473317002
0,0.41869716558925907
0,0.04885430177258971
1,0.12082484410693338
0,0.09401286491835725
1,0.04085038007539707
0,0.24796848066978577
0,0.12085190688459634
0,0.16455065969629076
0,0.04535544296023338
1,0.09402038069601999
0,0.0057324889774624695
0,0.01640552995391705
0,0.10232158211521926
0,0.2813040256853544
0,0.05835976717686551
0,0.21465453651340055
0,0.10821606341793154
0,0.09808286951144093
0,0.04336302277560329
0,0.0827039510642282
1,0.0036498244278770475
0,0.25389369592089
0,0.3381046396841066
0,0.1312507717002099
1,0.5038779084313235
0,0.1823805988616679
0,0.19930632974111234
0,0.233751425313569
0,0.06280103166464684
1,0.04603960396039604
1,0.061860147670161944
0,0.082739386427022
0,0.05184443540565064
1,0.07922567876801287
1,0.25690126834120863
0,0.14999346148816528
1,0.04672202255545917
0,0.17781646356627703
0,0.21209791105984876
1,0.1023118852202243
0,0.44542772861356933
0,0.07370517928286853
0,0.08756042342287218
0,0.08032968384795178
1,0.24800196729374155
0,0.02759828304898269
0,0.12590522169991106
0,0.09531741625023135
0,0.09140586189766518
0,0.0618925189690851
0,0.042106570612346295
1,0.10521792510742788
1,0.07694200135309674
0,0.1365792759051186
0,0.1312061106320069
0,0.05666687310336285
0,0.08033446887581294
1,0.14607920272751115
0,0.10664378524148076
0,0.031619212141777465
0,0.005911672655616089
0,0.16235413495687467
0,0.18012422360248448
