Actual Labels,Yes Probabilities
0,0.2862914800643921
0,0.26469287276268005
1,0.26771649718284607
0,0.3071015179157257
0,0.29219043254852295
0,0.4202393889427185
0,0.3405340909957886
0,0.2846575379371643
1,0.2924312651157379
0,0.2566147446632385
0,0.24092617630958557
0,0.23061220347881317
0,0.2544322609901428
0,0.23674963414669037
1,0.24727670848369598
0,0.23454409837722778
1,0.3713722825050354
0,0.23463088274002075
1,0.24940785765647888
0,0.3950203061103821
0,0.24389681220054626
0,0.2736077606678009
0,0.2723637521266937
0,0.26317161321640015
0,0.2677573561668396
0,0.2835429310798645
0,0.24755394458770752
0,0.24741820991039276
1,0.3905372619628906
0,0.33140435814857483
0,0.38808590173721313
0,0.2740938663482666
0,0.2199028730392456
0,0.4026466906070709
0,0.229912668466568
0,0.24944083392620087
0,0.2778228521347046
1,0.26722341775894165
0,0.27735134959220886
1,0.31549856066703796
0,0.3781551122665405
0,0.2404642105102539
1,0.22088459134101868
0,0.3160044550895691
0,0.2407950609922409
0,0.2426156997680664
0,0.27881577610969543
0,0.3566146790981293
0,0.22677242755889893
0,0.27730152010917664
0,0.280185729265213
0,0.24022643268108368
0,0.30365580320358276
0,0.39488279819488525
1,0.3884597718715668
0,0.2703040838241577
0,0.3719117343425751
1,0.23230129480361938
1,0.2771928608417511
0,0.2531949579715729
1,0.31037551164627075
1,0.363506019115448
0,0.370379239320755
0,0.24882635474205017
1,0.20822370052337646
0,0.2572025954723358
0,0.3982846140861511
0,0.26871639490127563
0,0.2888663113117218
0,0.24818168580532074
0,0.24433746933937073
0,0.234461709856987
0,0.2838287055492401
0,0.25236430764198303
0,0.2938399910926819
1,0.37378889322280884
0,0.28314009308815
0,0.2963097393512726
0,0.36642345786094666
0,0.27368083596229553
0,0.3504548966884613
1,0.28811296820640564
1,0.29087454080581665
0,0.3863416016101837
0,0.24606992304325104
1,0.2823481857776642
0,0.3118215799331665
0,0.25666818022727966
0,0.23390528559684753
0,0.3768381178379059
1,0.2361747920513153
0,0.23830103874206543
1,0.4027724862098694
0,0.2537074685096741
0,0.2554466128349304
0,0.40429648756980896
0,0.3721528947353363
1,0.23363839089870453
0,0.29698365926742554
0,0.2036159634590149
0,0.26081976294517517
1,0.23560477793216705
1,0.24967382848262787
0,0.24442097544670105
0,0.42715421319007874
0,0.23507359623908997
0,0.23658177256584167
1,0.27724942564964294
0,0.3830992877483368
1,0.29732275009155273
0,0.20830687880516052
0,0.2747831344604492
1,0.2657483220100403
0,0.24558301270008087
0,0.27611905336380005
0,0.3838333189487457
0,0.23813456296920776
0,0.3997553586959839
0,0.2613338232040405
1,0.23355090618133545
0,0.3644537925720215
1,0.3119805157184601
0,0.23915231227874756
1,0.37550729513168335
0,0.24590663611888885
1,0.3724382817745209
1,0.39355188608169556
1,0.3546070158481598
0,0.29526376724243164
1,0.23981539905071259
0,0.2652128338813782
0,0.2929264307022095
0,0.3338107466697693
0,0.2692701816558838
0,0.40045544505119324
0,0.23871470987796783
