Actual Labels,Yes Probabilities
0,0.236017644405365
0,0.24223044514656067
0,0.24783208966255188
1,0.25543317198753357
1,0.24147000908851624
0,0.25378575921058655
0,0.2408178448677063
0,0.25702381134033203
0,0.23879946768283844
0,0.2336271107196808
1,0.2470335066318512
0,0.23805126547813416
0,0.24246148765087128
1,0.2532055079936981
0,0.23401936888694763
0,0.24757304787635803
0,0.238664448261261
1,0.2396221160888672
0,0.34383225440979004
0,0.26314398646354675
0,0.2326168417930603
1,0.2697349190711975
0,0.2564564347267151
0,0.3175475001335144
0,0.24044185876846313
0,0.22705291211605072
0,0.2722654342651367
1,0.22893184423446655
1,0.2418356090784073
0,0.2463545948266983
0,0.24467508494853973
0,0.2566947638988495
0,0.2500525712966919
1,0.24956093728542328
0,0.2478993684053421
0,0.25795653462409973
0,0.29042649269104004
1,0.24407276511192322
0,0.2534242272377014
0,0.2307291328907013
0,0.2632799446582794
0,0.26093432307243347
0,0.24578595161437988
0,0.25525036454200745
0,0.23581096529960632
0,0.23337049782276154
0,0.2467551827430725
1,0.2608354389667511
0,0.24169614911079407
0,0.24414150416851044
0,0.25573766231536865
0,0.25262343883514404
0,0.25474849343299866
1,0.21584990620613098
0,0.2431233674287796
0,0.24650175869464874
1,0.2509930729866028
1,0.2591324746608734
0,0.22850283980369568
0,0.24879615008831024
1,0.24007627367973328
1,0.251393586397171
1,0.23998874425888062
0,0.24800421297550201
0,0.241909459233284
1,0.2743949294090271
0,0.2555028200149536
0,0.24190525710582733
1,0.23314999043941498
1,0.25044894218444824
0,0.2455996572971344
0,0.2604982256889343
0,0.24593178927898407
1,0.24696680903434753
0,0.24203726649284363
0,0.2736733555793762
0,0.24100765585899353
0,0.2605721950531006
0,0.2507418394088745
0,0.24809828400611877
1,0.2572406232357025
1,0.25473785400390625
1,0.2581319510936737
0,0.2681030035018921
0,0.25910526514053345
0,0.24858345091342926
0,0.2536323070526123
0,0.24301552772521973
1,0.29085615277290344
0,0.24249112606048584
0,0.23333051800727844
0,0.2535744607448578
1,0.25640347599983215
0,0.23948520421981812
0,0.2498445361852646
0,0.258023202419281
0,0.2360493540763855
1,0.25051891803741455
0,0.2461857944726944
0,0.229181170463562
0,0.2281581461429596
0,0.24957890808582306
0,0.22557105123996735
0,0.2567269206047058
0,0.27715638279914856
1,0.25447455048561096
0,0.23657388985157013
1,0.23325859010219574
0,0.2568337619304657
0,0.2520940899848938
0,0.24741539359092712
0,0.2336522936820984
1,0.23897947371006012
1,0.2402648776769638
0,0.25359323620796204
0,0.2472435086965561
0,0.26411378383636475
0,0.23916640877723694
0,0.2603188753128052
1,0.2463821917772293
0,0.24368414282798767
0,0.2665698826313019
0,0.24426405131816864
0,0.2476939707994461
0,0.2457474321126938
0,0.24641548097133636
0,0.23180446028709412
0,0.26229551434516907
0,0.24588777124881744
0,0.24036741256713867
1,0.2425025850534439
0,0.257502943277359
0,0.24992164969444275
1,0.2528764009475708
0,0.2378023862838745
0,0.25628888607025146
