Actual Labels,Yes Probabilities
0,0.19805587828159332
0,0.1806487888097763
0,0.3815588355064392
0,0.2547597289085388
0,0.24960698187351227
0,0.18066254258155823
0,0.4583926200866699
0,0.21713119745254517
0,0.3627426028251648
0,0.19550663232803345
1,0.28686389327049255
0,0.45043542981147766
0,0.20156000554561615
1,0.20636174082756042
0,0.42746463418006897
1,0.34439265727996826
0,0.2968505322933197
0,0.3822789490222931
0,0.18680447340011597
0,0.18164505064487457
0,0.37622368335723877
0,0.19660164415836334
1,0.1935279667377472
0,0.17886865139007568
0,0.2777518928050995
1,0.1939399242401123
0,0.19172745943069458
0,0.1992252618074417
0,0.2488146722316742
1,0.20884159207344055
0,0.1788145750761032
1,0.25591909885406494
0,0.174067884683609
0,0.42067354917526245
0,0.38113564252853394
0,0.4175896644592285
0,0.215717613697052
0,0.1972263902425766
1,0.349242627620697
0,0.2733529210090637
0,0.32840776443481445
0,0.4105898439884186
0,0.18637464940547943
0,0.2259615659713745
0,0.21399392187595367
0,0.30765971541404724
0,0.2580755054950714
0,0.20697058737277985
0,0.23668093979358673
1,0.3793366849422455
0,0.2171962410211563
0,0.16540735960006714
0,0.1870596557855606
1,0.17802473902702332
0,0.20516766607761383
0,0.23603031039237976
0,0.20279760658740997
0,0.2293485552072525
0,0.2066510170698166
1,0.2098463773727417
1,0.2651948034763336
1,0.37036874890327454
0,0.27167850732803345
0,0.1980847716331482
0,0.27076858282089233
0,0.2685849368572235
0,0.2617049813270569
0,0.3134051561355591
0,0.352412611246109
0,0.42937150597572327
1,0.28830277919769287
1,0.32212430238723755
0,0.35872653126716614
0,0.220759317278862
0,0.2656852602958679
1,0.21426381170749664
1,0.18469160795211792
1,0.2008151113986969
1,0.3731641173362732
0,0.3003777861595154
1,0.19843445718288422
0,0.32364436984062195
0,0.24149107933044434
0,0.27854105830192566
0,0.2558104395866394
0,0.22534877061843872
0,0.2161562740802765
0,0.3604821264743805
0,0.37447938323020935
1,0.4323194622993469
1,0.3200790286064148
1,0.2311367392539978
0,0.32605910301208496
1,0.1930406093597412
0,0.41277986764907837
1,0.3701455593109131
0,0.3733404278755188
1,0.36663326621055603
1,0.19825910031795502
0,0.21898241341114044
1,0.23169313371181488
1,0.31408965587615967
0,0.20272205770015717
0,0.20134371519088745
0,0.1860247403383255
0,0.35157179832458496
1,0.2350880354642868
1,0.20531906187534332
1,0.40829235315322876
0,0.23372158408164978
0,0.34845995903015137
0,0.23402059078216553
0,0.27411842346191406
0,0.35617172718048096
1,0.2268117517232895
0,0.34192031621932983
0,0.18695853650569916
0,0.21374498307704926
0,0.19760161638259888
0,0.23671074211597443
0,0.3931441903114319
0,0.20031118392944336
0,0.2242841273546219
0,0.22657300531864166
0,0.20682498812675476
0,0.17308975756168365
0,0.21450117230415344
0,0.4634092152118683
0,0.20605146884918213
0,0.21204924583435059
0,0.23079122602939606
0,0.1762969195842743
0,0.27311912178993225
0,0.19980472326278687
0,0.18042339384555817
1,0.3330395519733429
